Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Inactive_Date,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Average_work_Time,Average_late_hours,Average_leave_early_hours,Project_Codes,absent count,Average Salary
2488,Mr,Male,Single,2/1/2022,2/3/2022,Inactive,2/3/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,9.98,-0.43,-0.55,{193.0},0.0,2500.0
2489,Mr,Male,Married,1/3/2022,5/11/2022,Inactive,5/11/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0,9.93,-0.49,-0.44,{197.0},0.0,25804.0
2490,Mr,Male,Single,2/1/2022,2/10/2022,Inactive,2/10/2022,Labour,Contarct Basis,Hindu,Mason,2001.0,11.0,0.0,-2.0,{199.1},0.0,18400.0
2491,Mr,Male,Single,2/2/2022,\N,Active,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1994.0,11.22,-0.29,-1.75,{195.0},2.0,36071.0
2493,Mr,Male,Single,2/3/2022,2/3/2022,Inactive,2/3/2022,Labour,Contarct Basis,Buddhist,Mason,1997.0,9.58,-0.33,-0.25,{179.2},0.0,2000.0
2495,Mr,Male,Married,2/8/2022,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0,12.31,-0.5,-2.81,{188.0},0.0,20918.0
2496,Mr,Male,Married,2/1/2022,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Carpenter,1973.0,10.71,-0.78,-0.93,{196.0},0.0,45846.0
2498,Mr,Male,Married,2/7/2022,2/24/2022,Inactive,2/24/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,9.81,-0.23,-0.58,{196.0},0.0,20250.0
2499,Mr,Male,Married,2/8/2022,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,10.44,-0.68,-0.76,{196.0},0.0,25861.0
2500,Mr,Male,Married,2/9/2022,4/30/2022,Inactive,4/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,10.05,-0.61,-0.45,{193.0},0.0,21491.0
2503,Mr,Male,Married,2/9/2022,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Bar Bender,1973.0,9.46,-0.31,-0.14,{198.1},0.0,NA
2504,Mr,Male,Married,2/7/2022,\N,Active,\N,Management,Contarct Basis,Buddhist,Head of QS - Post Contract,1980.0,8.94,-0.27,-0.61,{1.0},3.0,NA
2505,Mr,Male,Married,2/8/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1996.0,10.54,1.05,-4.06,{201.0},13.0,40198.0
2506,Mr,Male,Married,2/8/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1968.0,10.48,0.36,-3.02,"{202.0, 198.1}",7.0,110789.0
2507,Mr,Male,Single,2/11/2022,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000.0,9.64,-0.35,-0.29,{179.2},0.0,15925.0
2508,Mr,Male,Single,2/11/2022,2/18/2022,Inactive,2/18/2022,Labour,Contarct Basis,Buddhist,Fitter,1995.0,10.0,-0.4,-0.6,{193.0},0.0,12500.0
2509,Mr,Male,Single,2/4/2022,4/29/2022,Inactive,4/29/2022,Labour,Contarct Basis,Buddhist,Operator - JCB,1995.0,10.33,-0.51,-0.82,{193.0},0.0,36308.0
2511,Mr,Male,Married,2/8/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,NA,NA,NA,NA,NA,NA
2512,Mr,Male,Single,2/8/2022,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,12.67,-0.58,-3.09,{188.0},0.0,22445.0
2513,Mr,Male,Married,2/8/2022,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960.0,12.36,-0.52,-2.84,{188.0},0.0,18775.0
2514,Mr,Male,Married,2/14/2022,3/31/2022,Inactive,3/31/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,12.51,-0.53,-2.97,{188.0},0.0,27767.0
2515,Mr,Male,Married,2/11/2022,4/6/2022,Inactive,4/6/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,12.54,-0.49,-3.05,{188.0},0.0,21741.0
2516,Mr,Male,Married,2/1/2022,3/2/2022,Inactive,3/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,9.98,-0.44,-0.54,{197.0},0.0,9460.0
2517,Mr,Male,Married,2/1/2022,3/23/2022,Inactive,3/23/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,9.97,-0.45,-0.53,{197.0},0.0,9625.0
2518,Mr,Male,Married,2/1/2022,3/23/2022,Inactive,3/23/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,10.13,-0.62,-0.51,{197.0},0.0,10210.0
2520,Mr,Male,Married,2/14/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,9.31,-0.15,-0.16,{197.0},0.0,NA
2522,Mr,Male,Married,2/5/2022,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,9.7,-0.32,-0.38,{196.0},0.0,25486.0
2523,Mr,Male,Married,2/15/2022,6/17/2022,Inactive,6/17/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,9.75,-0.44,-0.3,{196.0},0.0,24286.0
2524,Mr,Male,Married,2/15/2022,3/6/2022,Inactive,3/6/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951.0,10.38,-1.26,-0.12,{196.0},0.0,11280.0
2529,Mr,Male,Married,2/22/2022,3/26/2022,Inactive,3/26/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1979.0,9.65,-0.12,-0.53,{196.0},0.0,15737.0
2530,Mr,Male,Married,2/12/2022,6/28/2022,Inactive,6/28/2022,Labour,Contarct Basis,Buddhist,Cook,1963.0,13.34,-0.46,-3.88,{201.0},0.0,25437.0
2531,Mr,Male,Married,2/15/2022,\N,Active,\N,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1970.0,10.34,-1.41,-0.94,{1.0},11.0,NA
2533,Mr,Male,Single,2/23/2022,5/28/2022,Inactive,5/28/2022,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0,10.51,0.34,-2.37,{205.0},0.0,96407.0
2535,Mr,Male,Married,2/26/2022,3/31/2022,Inactive,3/31/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,9.73,-0.09,-0.65,{179.2},0.0,18837.0
2538,Mr,Male,Married,3/1/2022,3/3/2022,Inactive,3/3/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989.0,11.61,-0.36,-2.25,{193.0},0.0,3000.0
2540,Mr,Male,Single,3/1/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,9.08,0.08,-0.16,{194.1},0.0,NA
2541,Mr,Male,Married,3/1/2022,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,12.72,-0.47,-3.25,{188.0},0.0,22162.0
2542,Mr,Male,Married,3/3/2022,4/25/2022,Inactive,4/25/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1956.0,12.85,-0.61,-3.24,{188.0},0.0,15187.0
2543,Mr,Male,Married,3/3/2022,4/25/2022,Inactive,4/25/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966.0,12.81,-0.45,-3.36,{188.0},0.0,17992.0
2544,Mr,Male,Single,3/4/2022,5/19/2022,Inactive,5/19/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,11.96,0.0,-2.96,{182.0},0.0,17105.0
2545,Mr,Male,Single,3/4/2022,4/29/2022,Inactive,4/29/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,11.86,0.0,-2.86,{182.0},0.0,22287.0
2546,Mr,Male,Single,3/4/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,10.62,0.0,-1.62,{182.0},0.0,29094.0
2548,Mr,Male,Single,3/8/2022,3/10/2022,Inactive,3/10/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,9.96,-0.51,-0.44,{179.2},0.0,4400.0
2550,Mr,Male,Married,3/8/2022,3/8/2022,Inactive,3/8/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,9.57,-0.13,-0.44,{179.2},0.0,2600.0
2551,Mr,Male,Single,3/8/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,10.65,-0.5,-0.68,{198.1},2.0,35039.0
2552,Mr,Male,Single,3/3/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Helper,1996.0,10.47,-0.73,-1.23,"{1.0, 187.0, 198.1}",1.0,NA
2553,Mr,Male,Single,3/9/2022,3/26/2022,Inactive,3/26/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988.0,9.54,-0.12,-0.42,{179.2},0.0,16100.0
2554,Mr,Male,Single,3/8/2022,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Pipe Fitter,1999.0,12.81,-0.92,-2.89,{188.0},0.0,40211.0
2555,Mr,Male,Single,3/1/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Site Supervisor,2001.0,13.32,-0.78,-4.24,{196.0},6.0,41665.0
2557,Mr,Male,Married,3/10/2022,3/23/2022,Inactive,3/23/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,9.76,-0.06,-0.7,{193.0},0.0,11500.0
2558,Mr,Male,Married,3/14/2022,4/6/2022,Inactive,4/6/2022,Labour,Contarct Basis,Muslim,Unskilled Labor,1982.0,9.99,-0.58,-0.4,{179.2},0.0,9750.0
2559,Mr,Male,Married,3/10/2022,6/17/2022,Inactive,6/17/2022,Labour,Contarct Basis,Buddhist,Fitter,1972.0,9.75,-0.27,-0.48,{196.0},0.0,30072.0
2560,Mr,Male,Married,3/10/2022,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990.0,10.0,-0.47,-0.52,{196.0},0.0,14777.0
2561,Mr,Male,Married,3/14/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,9.88,-0.27,-0.48,{198.1},2.0,24963.0
2562,Ms,Female,Married,3/10/2022,6/24/2022,Inactive,6/24/2022,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1983.0,8.15,0.69,-0.4,{179.2},0.0,95388.0
2563,Mr,Male,Married,3/12/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,9.73,-0.31,-0.41,{193.0},0.0,NA
2564,Mr,Male,Married,3/11/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,9.86,-0.42,-0.45,{193.0},0.0,NA
2565,Mr,Male,Married,3/15/2022,7/26/2022,Inactive,7/26/2022,Staff,Contarct Basis,Buddhist,Logistic Assistant,1994.0,9.75,-0.25,-1.19,{1.0},0.0,36214.0
2566,Mr,Male,Married,3/1/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,9.9,-0.37,-0.53,{193.0},0.0,NA
2567,Mr,Male,Married,3/3/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,9.83,-0.43,-0.4,{193.0},0.0,NA
2568,Ms,Female,Single,3/16/2022,5/9/2022,Inactive,5/9/2022,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998.0,10.49,-0.29,-1.2,{193.0},0.0,12508.0
2569,Mr,Male,Single,3/10/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0,9.25,0.12,-0.93,"{203.0, 206.0}",9.0,59232.0
2570,Mr,Male,Married,3/19/2022,3/29/2022,Inactive,3/29/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,9.59,-0.28,-0.3,{179.2},0.0,7800.0
2572,Mr,Male,Married,3/21/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Assistant Planning Engineer,1995.0,8.97,-0.25,-0.62,"{1.0, 202.0}",1.0,54073.0
2573,Mr,Male,Single,3/21/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Store Keeper,2000.0,10.03,-0.08,-1.6,{206.0},2.0,49914.0
2574,Mr,Male,Single,3/21/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1995.0,10.73,0.21,-2.8,"{193.0, 203.0}",9.0,72316.0
2575,Mr,Male,Married,3/22/2022,4/4/2022,Inactive,4/4/2022,Staff,Contarct Basis,Muslim,Project Manager,1964.0,7.99,0.02,0.26,{179.1},0.0,73495.0
2576,Mr,Male,Married,3/19/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1975.0,4.0,-1.0,2.0,{198.1},0.0,NA
2577,Mr,Male,Married,3/19/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1990.0,4.5,-1.25,1.75,{198.1},0.0,NA
2578,Mr,Male,Married,3/19/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1974.0,4.29,-2.14,2.86,{198.1},0.0,NA
2579,Mr,Male,Married,3/19/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1987.0,5.67,-5.0,4.33,{198.1},0.0,NA
2580,Mr,Male,Married,3/19/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1995.0,4.0,-2.67,3.67,{198.1},0.0,NA
2581,Mr,Male,Married,3/19/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1987.0,4.83,-2.5,2.67,{198.1},0.0,NA
2582,Mr,Male,Married,3/19/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1972.0,3.83,-1.67,2.83,{198.1},0.0,NA
2586,Mr,Male,Single,3/14/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,9.86,-0.36,-0.5,{193.0},0.0,NA
2588,Mr,Male,Single,3/25/2022,9/5/2022,Inactive,9/5/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,12.01,-0.62,-2.39,{201.0},0.0,31092.0
2592,Mr,Male,Married,4/6/2022,8/31/2022,Inactive,8/31/2022,Staff,Contarct Basis,Muslim,Technical Officer,1997.0,9.72,-1.17,-0.35,{188.0},0.0,38951.0
2593,Mr,Male,Married,4/18/2022,5/3/2022,Inactive,5/3/2022,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1997.0,8.76,0.48,-0.65,"{1.0, 202.0}",0.0,16423.0
2594,Mr,Male,Single,4/18/2022,\N,Active,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1997.0,9.98,0.71,-2.97,"{1.0, 203.0, 197.0}",1.0,63069.0
2597,Mr,Male,Married,4/19/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1994.0,9.73,0.16,-1.37,"{169.0, 196.0, 205.0}",9.0,50863.0
2598,Mr,Male,Married,4/23/2022,\N,Active,\N,Labour,Permanant,Buddhist,Bar Bender,1987.0,9.09,-0.01,-0.07,{194.1},0.0,NA
2599,Mr,Male,Married,4/25/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Mason,1968.0,9.43,-0.39,-0.04,{194.1},0.0,NA
2600,Mr,Male,Married,4/26/2022,5/4/2022,Inactive,5/4/2022,Labour,Contarct Basis,Buddhist,Helper,1986.0,11.79,-0.52,-2.77,{1.0},1.0,NA
2601,Mr,Male,Married,4/28/2022,8/27/2022,Inactive,8/26/2022,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1987.0,8.9,-0.65,-0.11,{1.0},0.0,57439.0
2602,Mr,Male,Married,4/26/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965.0,9.08,-0.23,0.15,{194.1},0.0,NA
2603,Mr,Male,Married,4/27/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,9.5,-0.28,-0.22,{194.1},0.0,NA
2604,Mr,Male,Married,5/3/2022,9/19/2022,Inactive,9/19/2022,Staff,Contarct Basis,Buddhist,Assistant Accountant,1989.0,8.82,0.19,-0.96,{1.0},0.0,59494.0
2606,Mr,Male,Married,5/1/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1991.0,9.94,-0.09,-0.85,{193.0},6.0,63360.0
2607,Mr,Male,Married,5/4/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,9.75,-0.09,-0.66,{193.0},5.0,34440.0
2614,Mr,Male,Single,5/25/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,10.03,-0.44,-0.59,{193.0},0.0,NA
2615,Mr,Male,Single,5/25/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,9.82,-0.48,-0.33,{193.0},0.0,NA
2616,Mr,Male,Single,5/25/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,9.56,-0.18,-0.39,{193.0},0.0,NA
2617,Mr,Male,Single,5/25/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,9.73,-0.14,-0.59,{193.0},1.0,24100.0
2637,Mr,Male,Married,6/20/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Driver,1984.0,10.49,-0.27,-1.22,{193.0},5.0,41589.0
2642,Mr,Male,Married,7/14/2022,11/4/2022,Inactive,11/4/2022,Management,Contarct Basis,Buddhist,Accountant,1965.0,9.28,0.13,-1.17,{1.0},0.0,NA
2643,Mr,Male,Married,7/20/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Lab Technician,1986.0,10.88,-0.49,-1.39,{193.0},2.0,50604.0
2701,Ms,Female,Single,8/26/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,HR Assistant,1996.0,8.61,-0.24,-0.4,{1.0},2.0,26143.0
2705,Mr,Male,Married,8/29/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,9.82,-0.4,-0.42,{193.0},1.0,19445.0
2709,Ms,Female,Married,9/1/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1989.0,9.37,-0.05,-0.75,"{1.0, 206.0}",8.0,87797.0
2715,Mr,Male,Married,9/1/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Office Assistant,1965.0,9.25,-0.19,-1.03,{1.0},4.0,46191.0
2734,Mr,Male,Married,9/26/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988.0,10.11,-0.77,-1.33,"{1.0, 205.0}",2.0,72165.0
2737,Mr,Male,Married,9/27/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1984.0,9.08,0.31,-1.6,{1.0},1.0,40114.0
2771,Mr,Male,Married,10/6/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Projects Officer,1981.0,10.07,-0.13,-1.91,{1.0},9.0,265840.0
2831,Mr,Male,Single,10/25/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Management Trainee,1996.0,8.55,-0.2,-0.36,{1.0},1.0,21138.0
2836,Ms,Female,Single,11/1/2022,12/22/2022,Inactive,12/22/2022,Staff,Contarct Basis,Buddhist,Account Executive,1993.0,8.17,0.05,-0.19,{1.0},1.0,37175.0
2890,Mr,Male,Single,11/21/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1994.0,11.13,0.05,-2.92,"{1.0, 206.0}",2.0,48141.0
2972,Mr,Male,Single,12/5/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Software Developer,1997.0,8.51,-0.2,-0.29,{1.0},2.0,54481.0
2973,Mr,Male,Single,12/8/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990.0,10.57,-0.33,-2.0,"{194.1, 196.0}",1.0,71108.0
3041,Mr,Male,Married,12/20/2022,\N,Active,\N,Management,Contarct Basis,Buddhist,Accountant,1979.0,9.69,-0.12,-1.07,{1.0},4.0,27841.0
